Year,Nationality,الجنس,الجنسية,Sex,Age Group,Population
2015,Bahraini,بحريني,انثى,Female,19-15,29447.0
2015,Bahraini,بحريني,انثى,Female,44-40,17382.0
2015,Bahraini,بحريني,انثى,Female,49-45,17250.0
2015,Bahraini,بحريني,انثى,Female,59-55,13620.0
2015,Bahraini,بحريني,انثى,Female,74-70,3631.0
2015,Bahraini,بحريني,انثى,Female,79-75,2805.0
2015,Non-Bahraini,غير بحريني,ذكر,Male,19-15,7694.0
2015,Non-Bahraini,غير بحريني,ذكر,Male,24-20,31867.0
2015,Non-Bahraini,غير بحريني,ذكر,Male,44-40,60461.0
2015,Non-Bahraini,غير بحريني,ذكر,Male,59-55,17975.0
2015,Non-Bahraini,غير بحريني,ذكر,Male,84-80,237.0
2015,Non-Bahraini,غير بحريني,انثى,Female,14-10,9716.0
2015,Non-Bahraini,غير بحريني,انثى,Female,34-30,33341.0
2015,Non-Bahraini,غير بحريني,انثى,Female,49-45,14849.0
2015,Non-Bahraini,غير بحريني,انثى,Female,64-60,2389.0
2015,Non-Bahraini,غير بحريني,انثى,Female,69-65,926.0
2015,Non-Bahraini,غير بحريني,انثى,Female,74-70,459.0
2015,Non-Bahraini,غير بحريني,انثى,Female,84-80,211.0
2016,Bahraini,بحريني,ذكر,Male,34-30,25225.0
2016,Bahraini,بحريني,ذكر,Male,39-35,22479.0
2016,Bahraini,بحريني,ذكر,Male,64-60,10702.0
2016,Bahraini,بحريني,ذكر,Male,85 +,972.0
2016,Bahraini,بحريني,انثى,Female,4-0,36937.0
2016,Bahraini,بحريني,انثى,Female,29-25,27397.0
2016,Bahraini,بحريني,انثى,Female,54-50,17493.0
2016,Bahraini,بحريني,انثى,Female,69-65,5387.0
2016,Non-Bahraini,غير بحريني,ذكر,Male,14-10,10390.0
2016,Non-Bahraini,غير بحريني,ذكر,Male,19-15,8325.0
2016,Non-Bahraini,غير بحريني,ذكر,Male,49-45,45380.0
2016,Non-Bahraini,غير بحريني,ذكر,Male,69-65,2147.0
2016,Non-Bahraini,غير بحريني,ذكر,Male,84-80,333.0
2016,Non-Bahraini,غير بحريني,انثى,Female,14-10,9788.0
2016,Non-Bahraini,غير بحريني,انثى,Female,19-15,6924.0
2016,Non-Bahraini,غير بحريني,انثى,Female,29-25,32681.0
2016,Non-Bahraini,غير بحريني,انثى,Female,39-35,28259.0
2016,Non-Bahraini,غير بحريني,انثى,Female,49-45,14750.0
2017,Bahraini,بحريني,ذكر,Male,29-25,29106.0
2017,Bahraini,بحريني,ذكر,Male,44-40,19223.0
2017,Bahraini,بحريني,ذكر,Male,54-50,16638.0
2017,Bahraini,بحريني,ذكر,Male,64-60,11340.0
2017,Bahraini,بحريني,ذكر,Male,85 +,1000.0
2017,Bahraini,بحريني,انثى,Female,34-30,25034.0
2017,Bahraini,بحريني,انثى,Female,49-45,17048.0
2017,Bahraini,بحريني,انثى,Female,54-50,17659.0
2017,Bahraini,بحريني,انثى,Female,84-80,1574.0
2017,Non-Bahraini,غير بحريني,ذكر,Male,44-40,67630.0
2017,Non-Bahraini,غير بحريني,ذكر,Male,85 +,282.0
2017,Non-Bahraini,غير بحريني,انثى,Female,9-5,13458.0
2017,Non-Bahraini,غير بحريني,انثى,Female,14-10,10492.0
2017,Non-Bahraini,غير بحريني,انثى,Female,19-15,7141.0
2017,Non-Bahraini,غير بحريني,انثى,Female,34-30,34507.0
2017,Non-Bahraini,غير بحريني,انثى,Female,59-55,5764.0
2017,Non-Bahraini,غير بحريني,انثى,Female,74-70,453.0
2017,Non-Bahraini,غير بحريني,انثى,Female,79-75,265.0
2017,Non-Bahraini,غير بحريني,انثى,Female,84-80,199.0
2017,Non-Bahraini,غير بحريني,انثى,Female,85 +,158.0
2018,Bahraini,بحريني,ذكر,Male,4-0,38140.0
2018,Bahraini,بحريني,ذكر,Male,14-10,34685.0
2018,Bahraini,بحريني,ذكر,Male,19-15,31889.0
2018,Bahraini,بحريني,ذكر,Male,49-45,16329.0
2018,Bahraini,بحريني,ذكر,Male,69-65,8102.0
2018,Bahraini,بحريني,ذكر,Male,84-80,1415.0
2018,Bahraini,بحريني,انثى,Female,59-55,15665.0
2018,Bahraini,بحريني,انثى,Female,85 +,1323.0
2018,Non-Bahraini,غير بحريني,ذكر,Male,14-10,10749.0
2018,Non-Bahraini,غير بحريني,ذكر,Male,19-15,8836.0
2018,Non-Bahraini,غير بحريني,ذكر,Male,39-35,100783.0
2018,Non-Bahraini,غير بحريني,ذكر,Male,49-45,50225.0
2018,Non-Bahraini,غير بحريني,ذكر,Male,64-60,8240.0
2018,Non-Bahraini,غير بحريني,ذكر,Male,84-80,327.0
2018,Non-Bahraini,غير بحريني,انثى,Female,4-0,15825.0
2018,Non-Bahraini,غير بحريني,انثى,Female,14-10,10504.0
2019,Bahraini,بحريني,ذكر,Male,34-30,26998.0
2019,Bahraini,بحريني,ذكر,Male,39-35,23643.0
2019,Bahraini,بحريني,ذكر,Male,44-40,20982.0
2019,Bahraini,بحريني,ذكر,Male,69-65,8926.0
2019,Bahraini,بحريني,ذكر,Male,85 +,1092.0
2019,Bahraini,بحريني,انثى,Female,9-5,36316.0
2019,Bahraini,بحريني,انثى,Female,19-15,30772.0
2019,Bahraini,بحريني,انثى,Female,24-20,29000.0
2019,Bahraini,بحريني,انثى,Female,34-30,26276.0
2019,Bahraini,بحريني,انثى,Female,44-40,20733.0
2019,Bahraini,بحريني,انثى,Female,69-65,7423.0
2019,Bahraini,بحريني,انثى,Female,74-70,4333.0
2019,Bahraini,بحريني,انثى,Female,85 +,1363.0
2019,Non-Bahraini,غير بحريني,ذكر,Male,4-0,16172.999999999998
2019,Non-Bahraini,غير بحريني,ذكر,Male,49-45,50665.0
2019,Non-Bahraini,غير بحريني,ذكر,Male,54-50,31629.0
2019,Non-Bahraini,غير بحريني,ذكر,Male,59-55,18774.0
2019,Non-Bahraini,غير بحريني,ذكر,Male,64-60,8990.0
2019,Non-Bahraini,غير بحريني,ذكر,Male,85 +,361.0
2019,Non-Bahraini,غير بحريني,انثى,Female,14-10,10937.0
2019,Non-Bahraini,غير بحريني,انثى,Female,34-30,34480.0
2019,Non-Bahraini,غير بحريني,انثى,Female,44-40,22871.0
2019,Non-Bahraini,غير بحريني,انثى,Female,49-45,15741.0
2019,Non-Bahraini,غير بحريني,انثى,Female,69-65,1274.0
2019,Non-Bahraini,غير بحريني,انثى,Female,74-70,528.0
2019,Non-Bahraini,غير بحريني,انثى,Female,85 +,373.0
2020,Bahraini,بحريني,ذكر,Male,24-20,31353.0
2020,Bahraini,بحريني,ذكر,Male,49-45,17317.0
2020,Bahraini,بحريني,ذكر,Male,69-65,9373.0
2020,Bahraini,بحريني,ذكر,Male,74-70,5154.0
2020,Bahraini,بحريني,انثى,Female,9-5,36984.0
2020,Bahraini,بحريني,انثى,Female,14-10,34439.0
2020,Bahraini,بحريني,انثى,Female,19-15,31501.0
2020,Bahraini,بحريني,انثى,Female,44-40,21253.0
2020,Bahraini,بحريني,انثى,Female,59-55,16628.0
2020,Bahraini,بحريني,انثى,Female,64-60,13229.0
2020,Bahraini,بحريني,انثى,Female,69-65,7872.0
2020,Non-Bahraini,غير بحريني,ذكر,Male,9-5,14783.0
2020,Non-Bahraini,غير بحريني,ذكر,Male,14-10,11727.0
2020,Non-Bahraini,غير بحريني,ذكر,Male,19-15,8512.0
2020,Non-Bahraini,غير بحريني,ذكر,Male,34-30,119746.0
2020,Non-Bahraini,غير بحريني,ذكر,Male,49-45,51106.0
2020,Non-Bahraini,غير بحريني,ذكر,Male,84-80,202.0
2020,Non-Bahraini,غير بحريني,ذكر,Male,85 +,332.0
2020,Non-Bahraini,غير بحريني,انثى,Female,4-0,15528.0
2020,Non-Bahraini,غير بحريني,انثى,Female,9-5,14266.0
2020,Non-Bahraini,غير بحريني,انثى,Female,39-35,26343.0
2020,Non-Bahraini,غير بحريني,انثى,Female,64-60,3248.0
2021,Bahraini,بحريني,ذكور,Bahraini,9-5,38664.0
2021,Bahraini,بحريني,ذكور,Bahraini,34-30,28314.0
2021,Bahraini,بحريني,ذكور,Bahraini,44-40,22327.0
2021,Bahraini,بحريني,ذكور,Bahraini,54-50,16188.0
2021,Bahraini,بحريني,ذكور,Bahraini,69-65,9885.0
2021,Bahraini,بحريني,ذكور,Bahraini,74-70,5739.0
2021,Bahraini,بحريني,ذكور,Bahraini,84-80,1811.0
2021,Bahraini,بحريني,إناث,Bahraini,14-10,34929.0
2021,Bahraini,بحريني,إناث,Bahraini,39-35,24361.0
2021,Bahraini,بحريني,إناث,Bahraini,54-50,16873.0
2021,Bahraini,بحريني,إناث,Bahraini,74-70,4878.0
2021,Bahraini,بحريني,إناث,Bahraini,84-80,2161.0
2021,Bahraini,بحريني,إناث,Bahraini,85 +,1708.0
2021,Non-Bahraini,غير بحريني,ذكور,Non-Bahraini,9-5,11092.0
2021,Non-Bahraini,غير بحريني,ذكور,Non-Bahraini,49-45,36083.0
2021,Non-Bahraini,غير بحريني,ذكور,Non-Bahraini,54-50,20216.0
2021,Non-Bahraini,غير بحريني,ذكور,Non-Bahraini,59-55,13384.0
2021,Non-Bahraini,غير بحريني,ذكور,Non-Bahraini,64-60,10471.0
2021,Non-Bahraini,غير بحريني,ذكور,Non-Bahraini,74-70,1529.0
2021,Non-Bahraini,غير بحريني,إناث,Non-Bahraini,14-10,7338.0
2021,Non-Bahraini,غير بحريني,إناث,Non-Bahraini,29-25,34490.0
2021,Non-Bahraini,غير بحريني,إناث,Non-Bahraini,69-65,1847.0
2021,Non-Bahraini,غير بحريني,إناث,Non-Bahraini,74-70,814.0
2010,Bahraini,بحريني,ذكر,Male,19-15,30523.0
2010,Bahraini,بحريني,ذكر,Male,24-20,28395.0
2010,Bahraini,بحريني,ذكر,Male,29-25,24788.0
2010,Bahraini,بحريني,ذكر,Male,34-30,21257.0
2010,Bahraini,بحريني,ذكر,Male,39-35,16698.0
2010,Bahraini,بحريني,ذكر,Male,49-45,15926.0
2010,Bahraini,بحريني,ذكر,Male,79-75,1958.0
2010,Bahraini,بحريني,ذكر,Male,84-80,1178.0
2010,Bahraini,بحريني,انثى,Female,14-10,28349.0
2010,Bahraini,بحريني,انثى,Female,34-30,21088.0
2010,Bahraini,بحريني,انثى,Female,74-70,3726.0
2010,Non-Bahraini,غير بحريني,ذكر,Male,29-25,100587.0
2010,Non-Bahraini,غير بحريني,ذكر,Male,44-40,54932.0
2010,Non-Bahraini,غير بحريني,ذكر,Male,64-60,3534.0
2010,Non-Bahraini,غير بحريني,انثى,Female,14-10,8388.0
2010,Non-Bahraini,غير بحريني,انثى,Female,24-20,18517.0
2010,Non-Bahraini,غير بحريني,انثى,Female,29-25,31088.0
2010,Non-Bahraini,غير بحريني,انثى,Female,44-40,17327.0
2010,Non-Bahraini,غير بحريني,انثى,Female,49-45,11945.0
2010,Non-Bahraini,غير بحريني,انثى,Female,54-50,6811.0
2010,Non-Bahraini,غير بحريني,انثى,Female,74-70,290.0
2010,Non-Bahraini,غير بحريني,انثى,Female,79-75,172.0
2010,Non-Bahraini,غير بحريني,انثى,Female,84-80,83.0
2010,Non-Bahraini,غير بحريني,انثى,Female,85 +,55.0
2011,Bahraini,بحريني,ذكر,Male,9-5,30704.0
2011,Bahraini,بحريني,ذكر,Male,29-25,25503.0
2011,Bahraini,بحريني,ذكر,Male,34-30,22241.0
2011,Bahraini,بحريني,ذكر,Male,39-35,17531.0
2011,Bahraini,بحريني,ذكر,Male,44-40,16187.0
2011,Bahraini,بحريني,ذكر,Male,49-45,16461.0
2011,Bahraini,بحريني,ذكر,Male,84-80,1172.0
2011,Bahraini,بحريني,ذكر,Male,85 +,865.0
2011,Bahraini,بحريني,انثى,Female,9-5,29397.0
2011,Bahraini,بحريني,انثى,Female,19-15,29129.0
2011,Bahraini,بحريني,انثى,Female,24-20,27432.0
2011,Bahraini,بحريني,انثى,Female,29-25,24254.0
2011,Bahraini,بحريني,انثى,Female,34-30,21759.0
2011,Bahraini,بحريني,انثى,Female,39-35,18034.0
2011,Bahraini,بحريني,انثى,Female,44-40,17108.0
2011,Bahraini,بحريني,انثى,Female,64-60,5978.0
2011,Bahraini,بحريني,انثى,Female,69-65,4394.0
2011,Bahraini,بحريني,انثى,Female,74-70,3696.0
2011,Bahraini,بحريني,انثى,Female,79-75,2261.0
2011,Bahraini,بحريني,انثى,Female,85 +,907.0
2011,Non-Bahraini,غير بحريني,ذكر,Male,24-20,34713.0
2011,Non-Bahraini,غير بحريني,ذكر,Male,29-25,91544.0
2011,Non-Bahraini,غير بحريني,ذكر,Male,64-60,3563.0
2011,Non-Bahraini,غير بحريني,ذكر,Male,74-70,351.0
2011,Non-Bahraini,غير بحريني,ذكر,Male,85 +,55.0
2011,Non-Bahraini,غير بحريني,انثى,Female,9-5,11295.0
2011,Non-Bahraini,غير بحريني,انثى,Female,24-20,13420.0
2011,Non-Bahraini,غير بحريني,انثى,Female,34-30,25725.0
2011,Non-Bahraini,غير بحريني,انثى,Female,39-35,21675.0
2011,Non-Bahraini,غير بحريني,انثى,Female,49-45,11377.0
2011,Non-Bahraini,غير بحريني,انثى,Female,69-65,428.0
2012,Bahraini,بحريني,ذكر,Male,9-5,31688.0
2012,Bahraini,بحريني,ذكر,Male,29-25,25994.0
2012,Bahraini,بحريني,ذكر,Male,39-35,19347.0
2012,Bahraini,بحريني,ذكر,Male,44-40,16489.0
2012,Bahraini,بحريني,ذكر,Male,84-80,1244.0
2012,Bahraini,بحريني,انثى,Female,4-0,33729.0
2012,Bahraini,بحريني,انثى,Female,14-10,28304.0
2012,Bahraini,بحريني,انثى,Female,34-30,22045.0
2012,Bahraini,بحريني,انثى,Female,54-50,15475.0
2012,Bahraini,بحريني,انثى,Female,59-55,10737.0
2012,Bahraini,بحريني,انثى,Female,64-60,6591.0
2012,Bahraini,بحريني,انثى,Female,84-80,1422.0
2012,Bahraini,بحريني,انثى,Female,85 +,903.0
2012,Non-Bahraini,غير بحريني,ذكر,Male,24-20,35086.0
2012,Non-Bahraini,غير بحريني,ذكر,Male,39-35,68257.0
2012,Non-Bahraini,غير بحريني,ذكر,Male,54-50,23596.0
2012,Non-Bahraini,غير بحريني,ذكر,Male,64-60,4126.0
2012,Non-Bahraini,غير بحريني,ذكر,Male,84-80,149.0
2012,Non-Bahraini,غير بحريني,ذكر,Male,85 +,205.0
2012,Non-Bahraini,غير بحريني,انثى,Female,4-0,9894.0
2012,Non-Bahraini,غير بحريني,انثى,Female,24-20,11735.0
2012,Non-Bahraini,غير بحريني,انثى,Female,29-25,25766.0
2012,Non-Bahraini,غير بحريني,انثى,Female,44-40,16128.0
2012,Non-Bahraini,غير بحريني,انثى,Female,59-55,3332.0
2012,Non-Bahraini,غير بحريني,انثى,Female,69-65,446.0
2012,Non-Bahraini,غير بحريني,انثى,Female,85 +,316.0
2013,Bahraini,بحريني,ذكر,Male,4-0,36362.0
2013,Bahraini,بحريني,ذكر,Male,24-20,29528.0
2013,Bahraini,بحريني,ذكر,Male,39-35,20079.0
2013,Bahraini,بحريني,ذكر,Male,44-40,16297.0
2013,Bahraini,بحريني,ذكر,Male,54-50,15114.0
2013,Bahraini,بحريني,ذكر,Male,69-65,4683.0
2013,Bahraini,بحريني,ذكر,Male,85 +,865.0
2013,Bahraini,بحريني,انثى,Female,9-5,32050.0
2013,Bahraini,بحريني,انثى,Female,19-15,29475.0
2013,Bahraini,بحريني,انثى,Female,24-20,28008.0
2013,Bahraini,بحريني,انثى,Female,29-25,25360.0
2013,Bahraini,بحريني,انثى,Female,84-80,1362.0
2013,Non-Bahraini,غير بحريني,ذكر,Male,9-5,7814.0
2013,Non-Bahraini,غير بحريني,ذكر,Male,19-15,5134.0
2013,Non-Bahraini,غير بحريني,ذكر,Male,39-35,71584.0
2013,Non-Bahraini,غير بحريني,ذكر,Male,49-45,36749.0
2013,Non-Bahraini,غير بحريني,ذكر,Male,54-50,23962.0
2013,Non-Bahraini,غير بحريني,ذكر,Male,69-65,1216.0
2013,Non-Bahraini,غير بحريني,ذكر,Male,74-70,457.0
2013,Non-Bahraini,غير بحريني,ذكر,Male,79-75,205.0
2013,Non-Bahraini,غير بحريني,ذكر,Male,85 +,197.0
2013,Non-Bahraini,غير بحريني,انثى,Female,19-15,4146.0
2013,Non-Bahraini,غير بحريني,انثى,Female,24-20,12719.0
2013,Non-Bahraini,غير بحريني,انثى,Female,29-25,27368.0
2013,Non-Bahraini,غير بحريني,انثى,Female,44-40,17270.0
2013,Non-Bahraini,غير بحريني,انثى,Female,64-60,1442.0
2013,Non-Bahraini,غير بحريني,انثى,Female,84-80,161.0
2014,Bahraini,بحريني,ذكر,Male,19-15,31076.0
2014,Bahraini,بحريني,ذكر,Male,24-20,29903.0
2014,Bahraini,بحريني,ذكر,Male,29-25,27265.0
2014,Bahraini,بحريني,ذكر,Male,34-30,23749.0
2014,Bahraini,بحريني,ذكر,Male,54-50,15717.0
2014,Bahraini,بحريني,ذكر,Male,69-65,5147.0
2014,Bahraini,بحريني,ذكر,Male,84-80,1282.0
2014,Bahraini,بحريني,انثى,Female,59-55,12765.0
2014,Bahraini,بحريني,انثى,Female,64-60,7933.0
2014,Bahraini,بحريني,انثى,Female,79-75,2542.0
2014,Non-Bahraini,غير بحريني,ذكر,Male,19-15,7072.0
2014,Non-Bahraini,غير بحريني,ذكر,Male,39-35,68168.0
2014,Non-Bahraini,غير بحريني,ذكر,Male,59-55,19762.0
2014,Non-Bahraini,غير بحريني,ذكر,Male,85 +,547.0
2014,Non-Bahraini,غير بحريني,انثى,Female,4-0,13547.0
2014,Non-Bahraini,غير بحريني,انثى,Female,9-5,11139.0
2014,Non-Bahraini,غير بحريني,انثى,Female,29-25,30941.0
2014,Non-Bahraini,غير بحريني,انثى,Female,34-30,30997.0
2014,Non-Bahraini,غير بحريني,انثى,Female,39-35,25729.0
2014,Non-Bahraini,غير بحريني,انثى,Female,64-60,3286.0
2014,Non-Bahraini,غير بحريني,انثى,Female,79-75,521.0
2015,Bahraini,بحريني,ذكر,Male,9-5,35479.0
2015,Bahraini,بحريني,ذكر,Male,39-35,21733.0
2015,Bahraini,بحريني,ذكر,Male,44-40,17424.0
2015,Bahraini,بحريني,ذكر,Male,64-60,10026.0
2015,Bahraini,بحريني,ذكر,Male,69-65,5768.0
2015,Bahraini,بحريني,ذكر,Male,74-70,3462.0
2015,Bahraini,بحريني,ذكر,Male,84-80,1204.0
2015,Bahraini,بحريني,ذكر,Male,85 +,897.0
2015,Bahraini,بحريني,انثى,Female,24-20,28742.0
2015,Bahraini,بحريني,انثى,Female,34-30,23814.0
2015,Bahraini,بحريني,انثى,Female,39-35,21112.0
2015,Bahraini,بحريني,انثى,Female,64-60,8298.0
2015,Bahraini,بحريني,انثى,Female,84-80,1418.0
2015,Non-Bahraini,غير بحريني,ذكر,Male,14-10,10224.0
2015,Non-Bahraini,غير بحريني,ذكر,Male,34-30,105721.0
2015,Non-Bahraini,غير بحريني,ذكر,Male,54-50,26838.0
2015,Non-Bahraini,غير بحريني,ذكر,Male,69-65,1903.0
2015,Non-Bahraini,غير بحريني,ذكر,Male,74-70,699.0
2015,Non-Bahraini,غير بحريني,ذكر,Male,85 +,315.0
2015,Non-Bahraini,غير بحريني,انثى,Female,4-0,15366.0
2015,Non-Bahraini,غير بحريني,انثى,Female,19-15,6801.0
2015,Non-Bahraini,غير بحريني,انثى,Female,24-20,12458.0
2015,Non-Bahraini,غير بحريني,انثى,Female,54-50,9688.0
2016,Bahraini,بحريني,ذكر,Male,9-5,36292.0
2016,Bahraini,بحريني,ذكر,Male,14-10,33332.0
2016,Bahraini,بحريني,ذكر,Male,19-15,31479.0
2016,Bahraini,بحريني,ذكر,Male,24-20,30123.0
2016,Bahraini,بحريني,ذكر,Male,29-25,28572.0
2016,Bahraini,بحريني,ذكر,Male,44-40,18197.0
2016,Bahraini,بحريني,ذكر,Male,49-45,16452.0
2016,Bahraini,بحريني,ذكر,Male,69-65,6540.0
2016,Bahraini,بحريني,ذكر,Male,84-80,1281.0
2016,Bahraini,بحريني,انثى,Female,19-15,29822.0
2016,Bahraini,بحريني,انثى,Female,34-30,24582.0
2016,Bahraini,بحريني,انثى,Female,44-40,18272.0
2016,Bahraini,بحريني,انثى,Female,59-55,14218.0
2016,Bahraini,بحريني,انثى,Female,64-60,9479.0
2016,Bahraini,بحريني,انثى,Female,74-70,3776.0
2016,Bahraini,بحريني,انثى,Female,79-75,2879.0
2016,Bahraini,بحريني,انثى,Female,84-80,1568.0
2016,Bahraini,بحريني,انثى,Female,85 +,1293.0
2016,Non-Bahraini,غير بحريني,ذكر,Male,9-5,12977.0
2016,Non-Bahraini,غير بحريني,ذكر,Male,34-30,117455.0
2016,Non-Bahraini,غير بحريني,ذكر,Male,39-35,83358.0
2016,Non-Bahraini,غير بحريني,ذكر,Male,54-50,27602.0
2016,Non-Bahraini,غير بحريني,ذكر,Male,59-55,17997.0
2016,Non-Bahraini,غير بحريني,ذكر,Male,79-75,444.0
2016,Non-Bahraini,غير بحريني,ذكر,Male,85 +,447.0
2016,Non-Bahraini,غير بحريني,انثى,Female,4-0,12816.0
2016,Non-Bahraini,غير بحريني,انثى,Female,24-20,14483.0
2016,Non-Bahraini,غير بحريني,انثى,Female,34-30,33411.0
2016,Non-Bahraini,غير بحريني,انثى,Female,74-70,522.0
2016,Non-Bahraini,غير بحريني,انثى,Female,79-75,338.0
2016,Non-Bahraini,غير بحريني,انثى,Female,85 +,419.0
2017,Bahraini,بحريني,ذكر,Male,9-5,36742.0
2017,Bahraini,بحريني,ذكر,Male,14-10,33962.0
2017,Bahraini,بحريني,ذكر,Male,24-20,30399.0
2017,Bahraini,بحريني,ذكر,Male,39-35,22852.0
2017,Bahraini,بحريني,ذكر,Male,49-45,16353.0
2017,Bahraini,بحريني,ذكر,Male,69-65,7403.0
2017,Bahraini,بحريني,ذكر,Male,79-75,2648.0
2017,Bahraini,بحريني,انثى,Female,4-0,37158.0
2017,Bahraini,بحريني,انثى,Female,14-10,32646.0
2017,Bahraini,بحريني,انثى,Female,24-20,28826.0
2017,Bahraini,بحريني,انثى,Female,29-25,27857.0
2017,Bahraini,بحريني,انثى,Female,39-35,22494.0
2017,Bahraini,بحريني,انثى,Female,59-55,15165.0
2017,Bahraini,بحريني,انثى,Female,64-60,10268.0
2017,Bahraini,بحريني,انثى,Female,74-70,3835.0
2017,Bahraini,بحريني,انثى,Female,85 +,1312.0
2017,Non-Bahraini,غير بحريني,ذكر,Male,9-5,14159.0
2017,Non-Bahraini,غير بحريني,ذكر,Male,24-20,35238.0
2017,Non-Bahraini,غير بحريني,ذكر,Male,29-25,119162.0
2017,Non-Bahraini,غير بحريني,ذكر,Male,49-45,49489.0
2017,Non-Bahraini,غير بحريني,ذكر,Male,69-65,2347.0
2017,Non-Bahraini,غير بحريني,ذكر,Male,79-75,416.0
2017,Non-Bahraini,غير بحريني,ذكر,Male,84-80,268.0
2017,Non-Bahraini,غير بحريني,انثى,Female,4-0,16280.0
2017,Non-Bahraini,غير بحريني,انثى,Female,24-20,14716.0
2017,Non-Bahraini,غير بحريني,انثى,Female,29-25,33364.0
2017,Non-Bahraini,غير بحريني,انثى,Female,44-40,21870.0
2017,Non-Bahraini,غير بحريني,انثى,Female,49-45,15062.0
2017,Non-Bahraini,غير بحريني,انثى,Female,54-50,9883.0
2017,Non-Bahraini,غير بحريني,انثى,Female,69-65,1045.0
2018,Bahraini,بحريني,ذكر,Male,9-5,37374.0
2018,Bahraini,بحريني,ذكر,Male,24-20,30591.0
2018,Bahraini,بحريني,ذكر,Male,34-30,26413.0
2018,Bahraini,بحريني,ذكر,Male,39-35,23336.0
2018,Bahraini,بحريني,ذكر,Male,54-50,17016.0
2018,Bahraini,بحريني,ذكر,Male,79-75,2748.0
2018,Bahraini,بحريني,انثى,Female,9-5,35923.0
2018,Bahraini,بحريني,انثى,Female,19-15,30035.0
2018,Bahraini,بحريني,انثى,Female,24-20,28932.0
2018,Bahraini,بحريني,انثى,Female,29-25,28150.0
2018,Bahraini,بحريني,انثى,Female,34-30,25864.0
2018,Bahraini,بحريني,انثى,Female,44-40,19966.0
2018,Bahraini,بحريني,انثى,Female,64-60,11470.0
2018,Bahraini,بحريني,انثى,Female,84-80,1770.0
2018,Non-Bahraini,غير بحريني,ذكر,Male,24-20,37636.0
2018,Non-Bahraini,غير بحريني,ذكر,Male,59-55,18732.0
2018,Non-Bahraini,غير بحريني,ذكر,Male,79-75,469.0
2018,Non-Bahraini,غير بحريني,ذكر,Male,85 +,513.0
2018,Non-Bahraini,غير بحريني,انثى,Female,19-15,7238.0
2018,Non-Bahraini,غير بحريني,انثى,Female,24-20,15380.0
2018,Non-Bahraini,غير بحريني,انثى,Female,29-25,33269.0
2018,Non-Bahraini,غير بحريني,انثى,Female,39-35,28062.0
2018,Non-Bahraini,غير بحريني,انثى,Female,49-45,14755.0
2018,Non-Bahraini,غير بحريني,انثى,Female,54-50,9897.0
2018,Non-Bahraini,غير بحريني,انثى,Female,59-55,5983.0
2018,Non-Bahraini,غير بحريني,انثى,Female,64-60,2725.0
2018,Non-Bahraini,غير بحريني,انثى,Female,74-70,526.0
2019,Bahraini,بحريني,ذكر,Male,4-0,37123.0
2019,Bahraini,بحريني,ذكر,Male,24-20,30951.0
2019,Bahraini,بحريني,ذكر,Male,79-75,2704.0
2019,Bahraini,بحريني,ذكر,Male,84-80,1497.0
2019,Bahraini,بحريني,انثى,Female,14-10,33942.0
2019,Bahraini,بحريني,انثى,Female,49-45,16830.0
2019,Bahraini,بحريني,انثى,Female,59-55,16062.000000000002
2019,Bahraini,بحريني,انثى,Female,64-60,12347.0
2019,Bahraini,بحريني,انثى,Female,84-80,1824.0
2019,Non-Bahraini,غير بحريني,ذكر,Male,19-15,8442.0
2019,Non-Bahraini,غير بحريني,ذكر,Male,34-30,119972.0
2019,Non-Bahraini,غير بحريني,ذكر,Male,44-40,69029.0
2019,Non-Bahraini,غير بحريني,ذكر,Male,69-65,2840.0
2019,Non-Bahraini,غير بحريني,ذكر,Male,84-80,218.0
2019,Non-Bahraini,غير بحريني,انثى,Female,4-0,15666.0
2019,Non-Bahraini,غير بحريني,انثى,Female,9-5,13962.0
2019,Non-Bahraini,غير بحريني,انثى,Female,39-35,28628.0
2019,Non-Bahraini,غير بحريني,انثى,Female,54-50,10523.0
2019,Non-Bahraini,غير بحريني,انثى,Female,59-55,6540.0
2020,Bahraini,بحريني,ذكر,Male,4-0,35703.0
2020,Bahraini,بحريني,ذكر,Male,29-25,30401.0
2020,Bahraini,بحريني,ذكر,Male,34-30,27638.0
2020,Bahraini,بحريني,ذكر,Male,54-50,16374.0
2020,Bahraini,بحريني,ذكر,Male,59-55,15643.0
2020,Bahraini,بحريني,انثى,Female,4-0,34441.0
2020,Bahraini,بحريني,انثى,Female,34-30,26517.0
2020,Bahraini,بحريني,انثى,Female,49-45,17480.0
2020,Bahraini,بحريني,انثى,Female,54-50,17298.0
2020,Bahraini,بحريني,انثى,Female,85 +,1718.0
2020,Non-Bahraini,غير بحريني,ذكر,Male,4-0,15962.0
2020,Non-Bahraini,غير بحريني,ذكر,Male,24-20,32236.0
2020,Non-Bahraini,غير بحريني,ذكر,Male,29-25,67238.0
2020,Non-Bahraini,غير بحريني,ذكر,Male,39-35,104898.0
2020,Non-Bahraini,غير بحريني,ذكر,Male,44-40,70724.0
2020,Non-Bahraini,غير بحريني,ذكر,Male,59-55,18343.0
2020,Non-Bahraini,غير بحريني,انثى,Female,49-45,15621.0
2020,Non-Bahraini,غير بحريني,انثى,Female,69-65,1342.0
2020,Non-Bahraini,غير بحريني,انثى,Female,84-80,211.0
2020,Non-Bahraini,غير بحريني,انثى,Female,85 +,416.0
